iter	Accuracy	Logloss
883	0.9133702301	0.3083375849
884	0.9134576172	0.3082487315
885	0.9135158753	0.3081439567
886	0.9136323915	0.3079916048
887	0.9135741334	0.3078855507
888	0.913253714	0.3076958954
889	0.9135450044	0.3075219444
890	0.9134284882	0.3074059605
891	0.9130498107	0.307213847
892	0.9132245849	0.3070760526
893	0.9138654238	0.3065460686
894	0.9138071657	0.3064278366
895	0.913952811	0.3062924442
896	0.914011069	0.3061075126
897	0.9138654238	0.3059539475
898	0.9138654238	0.3058951371
899	0.9136323915	0.305713198
900	0.9137197786	0.3056881668
901	0.9140401981	0.3054022659
902	0.9142732304	0.3050565173
903	0.9143023595	0.3048249438
904	0.9143606175	0.3047086707
905	0.9144188756	0.3045348646
906	0.914651908	0.3042816713
907	0.9150597145	0.3040778099
908	0.915351005	0.3037632442
909	0.9155549082	0.3034606588
910	0.9156131663	0.3031408948
911	0.9157588115	0.3029308262
912	0.9157588115	0.302667734
913	0.9158170696	0.3026403507
914	0.9160209729	0.3023468656
915	0.9162248762	0.3020026012
916	0.9166326828	0.3017491281
917	0.9166618118	0.3016606112
918	0.9167200699	0.3015709471
919	0.916749199	0.301550642
920	0.9169531022	0.3012231895
921	0.9173026507	0.3010237822
922	0.917477425	0.3009095425
923	0.917448296	0.3008858214
924	0.917477425	0.3007996095
925	0.917477425	0.3007817553
926	0.9174191669	0.3005019167
927	0.9175356831	0.300273774
928	0.9175356831	0.2999491493
929	0.9176521992	0.2996741626
930	0.9179143606	0.2992169386
931	0.9180600058	0.2989725481
932	0.9180600058	0.298809809
933	0.918147393	0.298700499
934	0.918147393	0.2985823648
935	0.9179143606	0.2985068243
936	0.9177104573	0.2983899015
937	0.9178561025	0.2982100567
938	0.9177978445	0.298113967
939	0.9180308768	0.2980679519
940	0.918147393	0.2978166988
941	0.918147393	0.2976505759
942	0.918176522	0.2973919175
943	0.9182347801	0.297174376
944	0.9184969415	0.2967531703
945	0.9190212642	0.2963476705
946	0.9191669094	0.2961073125
947	0.9192834256	0.2958205674
948	0.9194290708	0.2956768252
949	0.919574716	0.2954554395
950	0.919545587	0.2953040813
951	0.9197786193	0.2949776832
952	0.9198660064	0.2946065246
953	0.9199533935	0.2944251727
954	0.9201572968	0.2941984429
955	0.9203903292	0.294033706
956	0.9204485872	0.2936806863
957	0.9209146519	0.2933860066
958	0.9209146519	0.2930010593
959	0.92097291	0.2929769769
960	0.9211768133	0.292821775
961	0.9209146519	0.2924993303
962	0.9209437809	0.2924263991
963	0.921002039	0.2923604313
964	0.9210602971	0.2922849564
965	0.9211768133	0.2921782752
966	0.9213515875	0.2918490028
967	0.9214972327	0.2916961761
968	0.9215554908	0.2915456272
969	0.9215846199	0.2914948231
970	0.9215846199	0.2913732164
971	0.9217885232	0.2912150015
972	0.9219050393	0.2910561029
973	0.9219341684	0.2909755537
974	0.9219632974	0.2907914411
975	0.9219632974	0.2903979529
976	0.9218176522	0.2902444773
977	0.9219632974	0.2901701406
978	0.9219924264	0.2900734142
979	0.9221672007	0.289888989
980	0.922400233	0.2896985725
981	0.9224293621	0.2896153334
982	0.9224876202	0.2893528168
983	0.9224584911	0.2893243127
984	0.9226041363	0.2890304473
985	0.9226332654	0.2889395832
986	0.9229536848	0.2887394067
987	0.9228371687	0.288640247
988	0.9231575881	0.2883588747
989	0.9232158462	0.2882017731
990	0.9230410719	0.2881090232
991	0.923070201	0.2879992984
992	0.9230410719	0.287967884
993	0.9232741043	0.2876440199
994	0.9233906204	0.2876002094
995	0.9235071366	0.287505952
996	0.9236819109	0.2872090202
997	0.9237401689	0.2871269809
998	0.923798427	0.2869614258
999	0.923769298	0.2869358937
1000	0.923798427	0.2866977072
1001	0.9240605884	0.2865687253
1002	0.9243518788	0.2863523975
1003	0.9241771046	0.2861427446
1004	0.9241188465	0.2859538696
1005	0.9241188465	0.2859265153
1006	0.9245557821	0.285677673
1007	0.9245849112	0.2854410155
1008	0.9245849112	0.2853562634
1009	0.9246431692	0.2853153947
1010	0.9247888144	0.2852278542
1011	0.9249635887	0.284830018
1012	0.9251383629	0.2845734445
1013	0.9249927177	0.2843736103
1014	0.9252840082	0.2841758931
1015	0.925167492	0.2840527866
1016	0.9254587824	0.2838428331
1017	0.9255170405	0.2837532265
1018	0.9256335567	0.2835659002
1019	0.9256626857	0.2834487672
1020	0.9255752986	0.2833577173
1021	0.9255752986	0.2832838064
1022	0.9255461695	0.2831762016
1023	0.9256918147	0.2830946494
1024	0.9256626857	0.2828522386
1025	0.9257500728	0.2827666769
1026	0.9259248471	0.2827171795
1027	0.9259248471	0.2824651574
1028	0.9263909117	0.2819120404
1029	0.9266239441	0.2817380073
1030	0.9267987183	0.2816671045
1031	0.9269152345	0.2814782375
1032	0.9270900087	0.2813418374
1033	0.9271482668	0.2809940957
1034	0.9274104282	0.2806269082
1035	0.9274978153	0.2805779722
1036	0.9274686863	0.2802970049
1037	0.9274686863	0.2802844527
1038	0.9277891057	0.2800383673
1039	0.9278764929	0.2798623992
1040	0.9279056219	0.2797694738
1041	0.9281095252	0.2796069937
1042	0.9281677833	0.2794801394
1043	0.9280803962	0.2791712143
1044	0.9281095252	0.2790029832
1045	0.9280512671	0.2788933805
1046	0.9281969123	0.2788180191
1047	0.9283716866	0.2786969698
1048	0.9284299447	0.2784689235
1049	0.9285755899	0.2781826678
1050	0.9285173318	0.2780626132
1051	0.9287212351	0.2779033347
1052	0.9285755899	0.277595641
1053	0.928662977	0.2775467285
1054	0.9288668803	0.2773631527
1055	0.9287503641	0.2773112189
1056	0.928662977	0.2770386889
1057	0.9287794932	0.2769782356
1058	0.9288086222	0.2768456485
1059	0.9288668803	0.2766170035
1060	0.9289833964	0.2763299027
1061	0.9290999126	0.2762222118
1062	0.929391203	0.2760305793
1063	0.9293329449	0.2759134233
1064	0.929362074	0.2758637987
1065	0.9295951063	0.2755785657
1066	0.9296242354	0.2752492595
1067	0.9297116225	0.2750654311
1068	0.9297407515	0.2749673059
1069	0.9300320419	0.2748523194
1070	0.9299155258	0.2747804138
1071	0.9300320419	0.2745612028
1072	0.9301485581	0.2741723501
1073	0.9303524614	0.2739652471
1074	0.9302650743	0.2739371086
1075	0.9302068162	0.2738396429
1076	0.9304107195	0.2736272867
1077	0.9304107195	0.2735705622
1078	0.9303815904	0.2732900631
1079	0.9305272357	0.2731758921
1080	0.9304689776	0.2731301181
1081	0.9303233324	0.2731011132
1082	0.9304689776	0.273042942
1083	0.9305854937	0.272978552
1084	0.9306146228	0.2728569147
1085	0.9306728809	0.2727541193
1086	0.9306437518	0.2724913786
1087	0.9305272357	0.2722721701
1088	0.9307311389	0.2721610887
1089	0.9308476551	0.2720254746
1090	0.9311098165	0.2718241183
1091	0.9314302359	0.2716193955
1092	0.9313428488	0.2716066402
1093	0.9313137198	0.2715196764
1094	0.9317215264	0.2711994649
1095	0.9319836877	0.2709272645
1096	0.932158462	0.2708737286
1097	0.9320710749	0.270428798
1098	0.932158462	0.2703775483
1099	0.9320710749	0.2702336614
1100	0.932158462	0.2700294803
1101	0.932187591	0.2699507745
1102	0.9322749782	0.269851367
1103	0.9322458491	0.2697680861
1104	0.9322167201	0.2695068944
1105	0.9325371395	0.2689713681
1106	0.9324497524	0.268852124
1107	0.9325662686	0.2687053725
1108	0.9326245267	0.2685320172
1109	0.9327119138	0.2683553955
1110	0.9327993009	0.2681498528
1111	0.9327701719	0.268017278
1112	0.9328284299	0.2678680301
1113	0.9330905913	0.2677804399
1114	0.9332362365	0.2677005184
1115	0.9332071075	0.2676994244
1116	0.9333236237	0.2675799356
1117	0.933585785	0.2674441734
1118	0.9334401398	0.2673374602
1119	0.9335275269	0.2671385819
1120	0.9335275269	0.2670674968
1121	0.9336440431	0.2668085388
1122	0.9337314302	0.2666530179
1123	0.9337023012	0.2665680803
1124	0.9338188174	0.2664278476
1125	0.9337896883	0.2663212807
1126	0.9337896883	0.2662253709
1127	0.9338188174	0.2661246274
1128	0.9340227207	0.2659116915
1129	0.9340809787	0.2658183067
1130	0.9340809787	0.2656793721
1131	0.9341974949	0.2655460612
1132	0.9341974949	0.2654906181
1133	0.9343722692	0.2653816009
1134	0.9343140111	0.2652077104
1135	0.9344596563	0.2650230277
1136	0.9344305272	0.2648751516
1137	0.9344887853	0.2647452585
1138	0.9344887853	0.2644722998
1139	0.9344013982	0.2643829471
1140	0.9344013982	0.2642904963
1141	0.9344305272	0.264222071
1142	0.9346926886	0.2639507126
1143	0.9346926886	0.2638847232
1144	0.9346926886	0.2637126344
1145	0.9346635596	0.2636043749
1146	0.9348383338	0.2634948771
1147	0.9346635596	0.2634208853
1148	0.9347509467	0.2633785316
1149	0.9350422371	0.2632468426
1150	0.9352170114	0.2631370362
1151	0.934983979	0.2629730012
1152	0.93495485	0.2628569734
1153	0.9350422371	0.2626841912
1154	0.934983979	0.2626425886
1155	0.93495485	0.2625208076
1156	0.9354209147	0.2624300339
1157	0.9354209147	0.2623131772
1158	0.9355665599	0.262284238
1159	0.9357413341	0.2620883221
1160	0.9360617536	0.261953283
1161	0.9359743664	0.2616936486
1162	0.9358869793	0.2615482875
1163	0.9358287212	0.2610166782
1164	0.9358869793	0.260826612
1165	0.9358287212	0.2606498183
1166	0.9360034955	0.260342685
1167	0.9359743664	0.2602675087
1168	0.9359743664	0.2602157935
1169	0.9359452374	0.2601136413
1170	0.9360617536	0.2598571004
1171	0.9360617536	0.2597607697
1172	0.9357704632	0.2594752457
1173	0.9357995922	0.2594517629
1174	0.9358869793	0.2593017753
1175	0.9358869793	0.2592855319
1176	0.9360326245	0.2590522673
1177	0.9360326245	0.2590431738
